Acetic Acid Solution | https://w3id.org/h2kg/hydrogen-ontology#AceticAcidSolution | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=0
Standard Polymeric Dispersant 340 C | https://w3id.org/h2kg/hydrogen-ontology#StandardPolymericDispersant340C | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=0
Static Testing Machine | https://w3id.org/h2kg/hydrogen-ontology#StaticTestingMachine | type=https://w3id.org/h2kg/hydrogen-ontology#Instrument | incoming_refs=1
Steam Activated Fe NC Catalyst | https://w3id.org/h2kg/hydrogen-ontology#SteamActivatedFeNCCatalyst | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=2
Steam Pretreatment | https://w3id.org/h2kg/hydrogen-ontology#SteamPretreatment | type=https://w3id.org/h2kg/hydrogen-ontology#Manufacturing | incoming_refs=0
Steel Autoclave Reactor | https://w3id.org/h2kg/hydrogen-ontology#SteelAutoclaveReactor | type=https://w3id.org/h2kg/hydrogen-ontology#Instrument | incoming_refs=1
Strain Gauge Sensor | https://w3id.org/h2kg/hydrogen-ontology#StrainGaugeSensor | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=2
Styrene Monomer | https://w3id.org/h2kg/hydrogen-ontology#StyreneMonomer | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=1
SU 8 Epoxy Resin | https://w3id.org/h2kg/hydrogen-ontology#SU8EpoxyResin | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=1
Suction Feed Airbrush | https://w3id.org/h2kg/hydrogen-ontology#SuctionFeedAirbrush | type=https://w3id.org/h2kg/hydrogen-ontology#Instrument | incoming_refs=1
Sudan I | https://w3id.org/h2kg/hydrogen-ontology#SudanI | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=0
Sulfolene | https://w3id.org/h2kg/hydrogen-ontology#Sulfolene | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=0
Sulfonated Poly Ether Ether Ketone | https://w3id.org/h2kg/hydrogen-ontology#SulfonatedPolyEtherEtherKetone | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=2
Sulfonated Polysulfone | https://w3id.org/h2kg/hydrogen-ontology#SulfonatedPolysulfone | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=0
Sulfonated Silica Nanosheet | https://w3id.org/h2kg/hydrogen-ontology#SulfonatedSilicaNanosheet | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=1
Sulfuric Acid | https://w3id.org/h2kg/hydrogen-ontology#SulfuricAcid | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=1
Support Material | https://w3id.org/h2kg/hydrogen-ontology#SupportMaterial | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=2
Surface Hydrophilicity Ratio | https://w3id.org/h2kg/hydrogen-ontology#SurfaceHydrophilicityRatio | type=https://w3id.org/h2kg/hydrogen-ontology#Property | incoming_refs=0
Surface Topography Dataset | https://w3id.org/h2kg/hydrogen-ontology#SurfaceTopographyDataset | type=https://w3id.org/h2kg/hydrogen-ontology#Data | incoming_refs=3
Swelling Dataset | https://w3id.org/h2kg/hydrogen-ontology#SwellingDataset | type=https://w3id.org/h2kg/hydrogen-ontology#Data | incoming_refs=1
Synchronous Thermal Analyzer | https://w3id.org/h2kg/hydrogen-ontology#SynchronousThermalAnalyzer | type=https://w3id.org/h2kg/hydrogen-ontology#Instrument | incoming_refs=2
Syringe Driver | https://w3id.org/h2kg/hydrogen-ontology#SyringeDriver | type=https://w3id.org/h2kg/hydrogen-ontology#Instrument | incoming_refs=2
Syringe Pump | https://w3id.org/h2kg/hydrogen-ontology#SyringePump | type=https://w3id.org/h2kg/hydrogen-ontology#Instrument | incoming_refs=1
Tack O Scope Instrument | https://w3id.org/h2kg/hydrogen-ontology#TackOScopeInstrument | type=https://w3id.org/h2kg/hydrogen-ontology#Instrument | incoming_refs=1
Teflon Lined Autoclave | https://w3id.org/h2kg/hydrogen-ontology#TeflonLinedAutoclave | type=https://w3id.org/h2kg/hydrogen-ontology#Instrument | incoming_refs=0
TEM Instrument | https://w3id.org/h2kg/hydrogen-ontology#TEMInstrument | type=https://w3id.org/h2kg/hydrogen-ontology#Instrument | incoming_refs=4
Tensile Test Instrument | https://w3id.org/h2kg/hydrogen-ontology#TensileTestInstrument | type=https://w3id.org/h2kg/hydrogen-ontology#Instrument | incoming_refs=1
Tensiometer | https://w3id.org/h2kg/hydrogen-ontology#Tensiometer | type=https://w3id.org/h2kg/hydrogen-ontology#Instrument | incoming_refs=1
Tetrabutylammonium Acetate | https://w3id.org/h2kg/hydrogen-ontology#TetrabutylammoniumAcetate | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=0
Tetrabutylammonium Hydroxide | https://w3id.org/h2kg/hydrogen-ontology#TetrabutylammoniumHydroxide | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=1
Tetraethoxysilane | https://w3id.org/h2kg/hydrogen-ontology#Tetraethoxysilane | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=1
Tetrahydrofuran | https://w3id.org/h2kg/hydrogen-ontology#Tetrahydrofuran | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=3
Tetrahydrofurfural | https://w3id.org/h2kg/hydrogen-ontology#Tetrahydrofurfural | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=1
Tetrahydrofurfuryl Alcohol | https://w3id.org/h2kg/hydrogen-ontology#TetrahydrofurfurylAlcohol | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=1
Thermal Analysis Dataset | https://w3id.org/h2kg/hydrogen-ontology#ThermalAnalysisDataset | type=https://w3id.org/h2kg/hydrogen-ontology#Data | incoming_refs=2
Thermanox Substrate | https://w3id.org/h2kg/hydrogen-ontology#ThermanoxSubstrate | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=2
Thermogravimetric Analyzer | https://w3id.org/h2kg/hydrogen-ontology#ThermogravimetricAnalyzer | type=https://w3id.org/h2kg/hydrogen-ontology#Instrument | incoming_refs=1
Thermometer | https://w3id.org/h2kg/hydrogen-ontology#Thermometer | type=https://w3id.org/h2kg/hydrogen-ontology#Instrument | incoming_refs=1
Three Dimensional Graphene Nanosheets | https://w3id.org/h2kg/hydrogen-ontology#ThreeDimensionalGrapheneNanosheets | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=4
Through-Plane Transport Cell | https://w3id.org/h2kg/hydrogen-ontology#ThroughPlaneTransportCell | type=https://w3id.org/h2kg/hydrogen-ontology#Instrument | incoming_refs=2
Titanium Oxide Layer | https://w3id.org/h2kg/hydrogen-ontology#TitaniumOxideLayer | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=5
Titanium Screen | https://w3id.org/h2kg/hydrogen-ontology#TitaniumScreen | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=0
Titanium Substrate | https://w3id.org/h2kg/hydrogen-ontology#TitaniumSubstrate | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=3
Tokuyama A 201 Membrane | https://w3id.org/h2kg/hydrogen-ontology#TokuyamaA201Membrane | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=0
Toluene | https://w3id.org/h2kg/hydrogen-ontology#Toluene | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=1
Torque Wrench | https://w3id.org/h2kg/hydrogen-ontology#TorqueWrench | type=https://w3id.org/h2kg/hydrogen-ontology#Instrument | incoming_refs=1
Tough Point Resin | https://w3id.org/h2kg/hydrogen-ontology#ToughPointResin | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=0
Triethylamine | https://w3id.org/h2kg/hydrogen-ontology#Triethylamine | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=0
Trimethoxysilylpropyl Methacrylate | https://w3id.org/h2kg/hydrogen-ontology#TrimethoxysilylpropylMethacrylate | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=0
Trimethylolpropane Triacrylate | https://w3id.org/h2kg/hydrogen-ontology#TrimethylolpropaneTriacrylate | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=0
Triple Phase Boundary Layer | https://w3id.org/h2kg/hydrogen-ontology#TriplePhaseBoundaryLayer | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=0
Tripropylamine | https://w3id.org/h2kg/hydrogen-ontology#Tripropylamine | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=0
Triton X 100 Surfactant | https://w3id.org/h2kg/hydrogen-ontology#TritonX100Surfactant | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=0
Tube Furnace | https://w3id.org/h2kg/hydrogen-ontology#TubeFurnace | type=https://w3id.org/h2kg/hydrogen-ontology#Instrument | incoming_refs=5
Ubbelohde Viscometer | https://w3id.org/h2kg/hydrogen-ontology#UbbelohdeViscometer | type=https://w3id.org/h2kg/hydrogen-ontology#Instrument | incoming_refs=1
Ultrasonic Bath | https://w3id.org/h2kg/hydrogen-ontology#UltrasonicBath | type=https://w3id.org/h2kg/hydrogen-ontology#nan | incoming_refs=2
Ultrasonic Spray Coating System | https://w3id.org/h2kg/hydrogen-ontology#UltrasonicSprayCoatingSystem | type=https://w3id.org/h2kg/hydrogen-ontology#Instrument | incoming_refs=1
Ultrasonicator | https://w3id.org/h2kg/hydrogen-ontology#Ultrasonicator | type=https://w3id.org/h2kg/hydrogen-ontology#Instrument | incoming_refs=6
Uniaxial Pressing Process | https://w3id.org/h2kg/hydrogen-ontology#UniaxialPressingProcess | type=https://w3id.org/h2kg/hydrogen-ontology#Manufacturing | incoming_refs=0
Universal Testing Machine | https://w3id.org/h2kg/hydrogen-ontology#UniversalTestingMachine | type=https://w3id.org/h2kg/hydrogen-ontology#Instrument | incoming_refs=4
Urea | https://w3id.org/h2kg/hydrogen-ontology#Urea | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=0
UV Detector | https://w3id.org/h2kg/hydrogen-ontology#UVDetector | type=https://w3id.org/h2kg/hydrogen-ontology#Instrument | incoming_refs=0
UV Vis NIR Spectrophotometer | https://w3id.org/h2kg/hydrogen-ontology#UVVisNIRSpectrophotometer | type=https://w3id.org/h2kg/hydrogen-ontology#Instrument | incoming_refs=3
UV Vis Spectrophotometer | https://w3id.org/h2kg/hydrogen-ontology#UVVisSpectrophotometer | type=https://w3id.org/h2kg/hydrogen-ontology#Instrument | incoming_refs=1
UV Visible Spectrophotometer | https://w3id.org/h2kg/hydrogen-ontology#UVVisibleSpectrophotometer | type=https://w3id.org/h2kg/hydrogen-ontology#Instrument | incoming_refs=2
UVDIW Printer | https://w3id.org/h2kg/hydrogen-ontology#UVDIWPrinter | type=https://w3id.org/h2kg/hydrogen-ontology#Instrument | incoming_refs=1
UVMK Resin | https://w3id.org/h2kg/hydrogen-ontology#UVMKResin | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=1
UVMK T Resin | https://w3id.org/h2kg/hydrogen-ontology#UVMK_T_Resin | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=2
Vacuum Encapsulation Process | https://w3id.org/h2kg/hydrogen-ontology#VacuumEncapsulationProcess | type=https://w3id.org/h2kg/hydrogen-ontology#Manufacturing | incoming_refs=0
Vacuum Moulder | https://w3id.org/h2kg/hydrogen-ontology#VacuumMoulder | type=https://w3id.org/h2kg/hydrogen-ontology#Instrument | incoming_refs=1
Veeco Dektak 8 Contact Profilometer | https://w3id.org/h2kg/hydrogen-ontology#VeecoDektak8ContactProfilometer | type=https://w3id.org/h2kg/hydrogen-ontology#Instrument | incoming_refs=1
Vermiculite | https://w3id.org/h2kg/hydrogen-ontology#Vermiculite | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=1
Visible Light Lamp | https://w3id.org/h2kg/hydrogen-ontology#VisibleLightLamp | type=https://w3id.org/h2kg/hydrogen-ontology#Instrument | incoming_refs=1
Voltage Sensor | https://w3id.org/h2kg/hydrogen-ontology#VoltageSensor | type=https://w3id.org/h2kg/hydrogen-ontology#Instrument | incoming_refs=0
Vulcan XC 72 R Carbon Black | https://w3id.org/h2kg/hydrogen-ontology#VulcanXC72RCarbonBlack | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=8
Water | https://w3id.org/h2kg/hydrogen-ontology#Water | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=17
X Ray CT Instrument | https://w3id.org/h2kg/hydrogen-ontology#XRayCTInstrument | type=https://w3id.org/h2kg/hydrogen-ontology#Instrument | incoming_refs=2
X Ray Diffractometer | https://w3id.org/h2kg/hydrogen-ontology#XRayDiffractometer | type=https://w3id.org/h2kg/hydrogen-ontology#Instrument | incoming_refs=1
X Ray Microscope | https://w3id.org/h2kg/hydrogen-ontology#XRayMicroscope | type=https://w3id.org/h2kg/hydrogen-ontology#Instrument | incoming_refs=1
X Ray Photoelectron Spectrometer | https://w3id.org/h2kg/hydrogen-ontology#XRayPhotoelectronSpectrometer | type=https://w3id.org/h2kg/hydrogen-ontology#Instrument | incoming_refs=2
Xenon Lamp | https://w3id.org/h2kg/hydrogen-ontology#XenonLamp | type=https://w3id.org/h2kg/hydrogen-ontology#Instrument | incoming_refs=1
XPS Dataset | https://w3id.org/h2kg/hydrogen-ontology#XPSDataset | type=https://w3id.org/h2kg/hydrogen-ontology#Data | incoming_refs=1
XPS Instrument | https://w3id.org/h2kg/hydrogen-ontology#XPSInstrument | type=https://w3id.org/h2kg/hydrogen-ontology#Instrument | incoming_refs=1
XRD Pattern Dataset | https://w3id.org/h2kg/hydrogen-ontology#XRDPatternDataset | type=https://w3id.org/h2kg/hydrogen-ontology#Data | incoming_refs=1
Xrite Spectrophotometer | https://w3id.org/h2kg/hydrogen-ontology#XriteSpectrophotometer | type=https://w3id.org/h2kg/hydrogen-ontology#Instrument | incoming_refs=1
XY Moving Stage | https://w3id.org/h2kg/hydrogen-ontology#XYMovingStage | type=https://w3id.org/h2kg/hydrogen-ontology#Instrument | incoming_refs=3
Zeta Potential Analyzer | https://w3id.org/h2kg/hydrogen-ontology#ZetaPotentialAnalyzer | type=https://w3id.org/h2kg/hydrogen-ontology#Instrument | incoming_refs=1
ZIF 67 | https://w3id.org/h2kg/hydrogen-ontology#ZIF67 | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=1
Zirconia Milling Balls | https://w3id.org/h2kg/hydrogen-ontology#ZirconiaMillingBalls | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=2
Zirconium Diboride Powder | https://w3id.org/h2kg/hydrogen-ontology#ZirconiumDiboridePowder | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=2
